UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature Comment
249.0,L47428,L,298.0,308.3,1362.0,56.8,216.0,1.0,0.0,0.0,0.0,1.0,,-
250.0,L47429,L,298.0,308.3,1405.0,56.2,218.0,1.0,0.0,0.0,0.0,1.0,0.0,-
251.0,L47430,L,298.0,,1662.0,32.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
252.0,M15111,M,298.0,308.2,,42.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,L47432,L,298.0,308.2,1620.0,35.8,5.0,0.0,0.0,0.0,,0.0,0.0,-
254.0,L47433,"""L""",298.0,,1357.0,48.2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-
255.0,L47434,L,298.0,308.2,1514.0,37.9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,-
256.0,L47435,L,,308.2,1489.0,40.4,11.0,0.0,0.0,0.0,0.0,0.0,0.0,-
257.0,L47436,L,298.1,308.3,1331.0,63.0,13.0,0.0,0.0,0.0,0.0,,,-
258.0,L47437,L,,308.0,,29.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-
259.0,L47438,L,298.1,308.2,1482.0,37.9,17.0,0.0,0.0,0.0,0.0,0.0,0.0,-
260.0,m15119,M,298.1,308.2,1420.0,63.9,19.0,1.0,0.0,0.0,1.0,,0.0,-
261.0,M15120,M,298.2,308.3,1522.0,49.1,22.0,0.0,0.0,0.0,0.0,0.0,0.0,-
262.0,L47441,L,298.1,308.2,1654.0,32.1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-
263.0,M15122,M,298.1,308.2,1736.0,26.8,-27.0,0.0,,0.0,0.0,0.0,0.0,-
264.0,M15123,M,298.0,308.1,1587.0,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-
265.0, L47444,L,298.1,308.2,1390.0,47.5,33.0,0.0,0.0,0.0,0.0,0.0,0.0,-
266.0,L47445,L,298.0,308.1,1454.0,37.1,35.0,0.0,0.0,0.0,0.0,0.0,0.0,-
267.0,H29680,H,298.0,308.1,1440.0,43.7,37.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,L47447,L,297.9,308.0,1954.0,,42.0,0.0,0.0,0.0,,0.0,0.0,-
269.0,H29682,H,297.9,308.0,1800.0,24.8,44.0,0.0,0.0,0.0,0.0,0.0,0.0,-
270.0,L47449,L,298.0,308.0,1524.0,37.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,-
271.0,H29684,H,298.0,308.0,1520.0,39.6,51.0,0.0,0.0,0.0,0.0,0.0,0.0,-
272.0,M15131,M,298.1,308.1,1452.0,,,0.0,0.0,0.0,,0.0,0.0,-
273.0,L47452,L,298.1,308.1,1484.0,40.4,59.0,0.0,0.0,0.0,0.0,0.0,0.0,-
274.0,L47453,L,298.1,308.0,1426.0,46.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,-
275.0,L47454,L,298.1,308.0,1652.0,28.5,63.0,0.0,0.0,0.0,0.0,0.0,0.0,-
276.0,L47455,L,298.0,308.0,1401.0,54.7,65.0,0.0,0.0,0.0,0.0,0.0,0.0,-
277.0,M15136,M,298.0,,,26.6,67.0,0.0,0.0,0.0,0.0,0.0,,-
278.0,H29691,H,298.0,308.0,,50.7,70.0,0.0,0.0,0.0,0.0,0.0,0.0,-
279.0,M15138,M,298.0,308.0,1620.0,29.4,75.0,0.0,0.0,0.0,0.0,0.0,0.0,-
280.0,L47459,L,298.0,308.1,1819.0,23.4,78.0,0.0,0.0,0.0,0.0,0.0,0.0,-
281.0,M15140,M,298.1,308.1,1456.0,43.7,80.0,0.0,0.0,0.0,0.0,0.0,0.0,-
282.0,L47461,L,298.1,308.0,1626.0,36.5,,0.0,0.0,0.0,0.0,0.0,0.0,-
283.0,M15142,M,298.1,308.1,1390.0,49.8,85.0,0.0,0.0,0.0,0.0,0.0,,-
284.0,l47463,L,298.2,308.2,1469.0,43.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,-
285.0,L47464,L,298.2,308.3,2051.0,19.2,90.0,0.0,0.0,0.0,0.0,0.0,0.0,-
286.0,L47465,L,298.2,308.3,1568.0,36.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,-
287.0,L47466,L,298.2,308.3,1589.0,33.2,94.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,L47467,"""L""",298.2,308.3,1805.0,31.6,96.0,0.0,0.0,,0.0,0.0,0.0,-
289.0,H29702,H,298.2,308.4,1385.0,42.2,98.0,0.0,0.0,0.0,0.0,0.0,0.0,-
290.0,L47469,L,298.1,308.4,1436.0,46.7,103.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,L47470,L,298.1,308.4,1438.0,45.6,105.0,0.0,0.0,0.0,0.0,0.0,0.0,-
292.0,L47471,L,298.0,308.3,1473.0,42.6,107.0,0.0,0.0,0.0,0.0,0.0,0.0,-
293.0,L47472,L,298.1,308.4,1335.0,40.2,109.0,0.0,0.0,0.0,0.0,0.0,0.0,-
294.0,H29707,H,298.1,308.5,1392.0,44.8,111.0,0.0,0.0,0.0,0.0,0.0,0.0,-
295.0,"""M15154""",M,298.1,308.5,1372.0,51.1,116.0,0.0,0.0,0.0,0.0,0.0,0.0,-
296.0,M15155,M,24.95 °C,35.45 °C,1716.0,30.7,119.0,0.0,0.0,0.0,0.0,0.0,0.0,-
297.0,L47476,L,,308.5,1395.0,46.2,122.0,0.0,0.0,0.0,0.0,0.0,0.0,-
298.0,L47477, L,298.0,308.5,1713.0,25.3,124.0,0.0,0.0,0.0,0.0,0.0,0.0,-
299.0,H29712,,297.9,308.5,2129.0,18.7,126.0,0.0,0.0,0.0,0.0,0.0,0.0,-
300.0,M15159,M,297.8,308.3,1567.0,35.6,131.0,0.0,0.0,0.0,0.0,0.0,0.0,-
301.0,L47480,L,297.8,308.4,1622.0,38.3,,0.0,0.0,0.0,,0.0,0.0,-
302.0,L47481,L,297.7,308.4,1740.0,27.1,136.0,,0.0,0.0,0.0,0.0,0.0,-
303.0,H29716,H,297.8,308.4,1512.0,35.1,138.0,0.0,0.0,0.0,0.0,0.0,0.0,-
304.0,M15163,M,297.8,308.4,1479.0,43.5,143.0,0.0,0.0,0.0,0.0,0.0,0.0,-
305.0,L47484,L,297.8,308.4,1737.0,27.5,146.0,0.0,0.0,0.0,0.0,0.0,0.0,-
306.0,L47485,L,297.8,308.4,2129.0,19.2,148.0,,0.0,,,0.0,0.0,-
307.0,L47486,L,297.8,308.4,1374.0,47.1,150.0,0.0,0.0,0.0,,0.0,0.0,-
308.0,M15167,M,297.8,308.4,1579.0,36.6,,0.0,0.0,0.0,0.0,0.0,0.0,-
,L47488,L,297.9,308.5,1305.0,47.2,155.0,0.0,0.0,0.0,0.0,0.0,,-
310.0,,M,24.75 °C,35.35 °C,1449.0,40.8,157.0,0.0,0.0,0.0,0.0,0.0,0.0,-
311.0,H29724,H,298.0,308.6,1526.0,41.8,160.0,0.0,,0.0,0.0,0.0,0.0,-
312.0,M15171,M,298.0,308.6,1453.0,44.1,165.0,0.0,0.0,0.0,0.0,0.0,0.0,-
313.0,L47492,L,297.9,308.6,1468.0,,168.0,0.0,0.0,0.0,,0.0,0.0,-
314.0,L47493,L,24.85 °C,35.45 °C,,50.8,170.0,0.0,0.0,0.0,0.0,0.0,0.0,-
315.0,,M,297.9,308.5,1300.0,53.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,-
316.0,L47495,l,297.9,308.4,1646.0,40.6,-175.0,0.0,0.0,0.0,0.0,0.0,0.0,-
317.0,L47496,L,297.8,308.4,1714.0,33.2,177.0,0.0,0.0,0.0,0.0,0.0,0.0,-
318.0,L47497,L,297.8,308.4,,28.4,179.0,0.0,,0.0,0.0,0.0,0.0,-
319.0,L47498,,297.8,308.4,1512.0,39.9,181.0,0.0,0.0,0.0,0.0,0.0,0.0,-
320.0,L47499, L,297.8,308.4,1612.0,32.1,183.0,0.0,0.0,0.0,,0.0,0.0,-
321.0,H29734,H,297.8,308.4,,38.2,185.0,0.0,0.0,0.0,0.0,0.0,0.0,-
322.0,L47501,L,297.8,308.4,1518.0,32.5,190.0,0.0,0.0,0.0,0.0,0.0,0.0,-
323.0,L47502,L,24.65 °C,35.35 °C,1448.0,40.0,192.0,,0.0,0.0,0.0,0.0,0.0,-
324.0,L47503,L,297.8,308.5,1561.0,46.3,194.0,0.0,0.0,0.0,0.0,0.0,0.0,-
325.0,M15184,M,297.8,308.5,1488.0,41.9,196.0,0.0,0.0,0.0,0.0,0.0,0.0,-
326.0,,L,297.8,308.5,1699.0,27.8,199.0,0.0,0.0,0.0,0.0,0.0,0.0,-
327.0,L47506,L,24.55 °C,35.35 °C,1501.0,41.4,201.0,0.0,,0.0,0.0,0.0,0.0,-
328.0,L47507,L,297.7,308.5,1373.0,,203.0,1.0,0.0,0.0,0.0,1.0,0.0,-
329.0,H29742,H,297.6,308.4,1703.0,31.4,-205.0,0.0,0.0,0.0,0.0,0.0,0.0,-
330.0,H29743,H,297.7,308.5,1720.0,29.9,210.0,,0.0,0.0,0.0,0.0,0.0,-
331.0,,M,297.6,308.4,1398.0,41.9,215.0,,0.0,0.0,0.0,,0.0,-
332.0,M15191,M,297.6,,1391.0,51.9,218.0,0.0,0.0,0.0,0.0,0.0,0.0,-
333.0,M15192,M,297.6,308.3,1538.0,40.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
334.0,L47513,L,297.5,308.2,1647.0,31.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-
335.0,M15194,M,297.5,308.1,1469.0,44.8,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-
336.0,L47515,l,,308.1,1749.0,,8.0,0.0,0.0,0.0,0.0,0.0,,-
337.0,M15196,M,297.6,308.2,1995.0,20.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-
338.0,L47517,L,297.6,308.3,1742.0,27.7,13.0,0.0,0.0,0.0,0.0,0.0,,-
339.0,L47518,,297.5,308.2,1563.0,38.2,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-
340.0,M15199,M,24.35 °C,35.05 °C,1713.0,32.2,17.0,0.0,0.0,0.0,0.0,0.0,0.0,-
341.0,L47520,L,297.4,308.1,1474.0,39.4,20.0,0.0,,0.0,0.0,0.0,0.0,-
342.0,M15201,M,297.4,,1530.0,32.6,22.0,0.0,0.0,0.0,0.0,0.0,0.0,-
343.0,L47522,L,,308.2,1471.0,46.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-
344.0,L47523,L,297.5,308.3,,48.6,27.0,0.0,0.0,0.0,0.0,,0.0,-
345.0,M15204,M,297.5,308.2,2448.0,13.8,29.0,0.0,0.0,0.0,0.0,0.0,0.0,-
346.0,L47525,L,297.5,308.3,1585.0,32.9,32.0,0.0,0.0,0.0,0.0,0.0,0.0,-
347.0,M15206,M,297.5,308.3,1459.0,45.2,34.0,0.0,0.0,0.0,0.0,0.0,0.0,-
348.0,L47527,L,297.5,308.3,1544.0,40.8,37.0,0.0,0.0,,0.0,0.0,0.0,-
349.0,L47528,L,297.6,308.3,1617.0,31.7,39.0,,0.0,0.0,0.0,0.0,0.0,-
350.0,L47529,L,297.6,308.3,1595.0,34.3,41.0,0.0,0.0,0.0,0.0,0.0,0.0,-
351.0,H29764,H,297.6,308.3,1400.0,44.3,43.0,0.0,0.0,0.0,0.0,0.0,0.0,-
352.0,,M,297.6,308.4,1611.0,,48.0,,0.0,0.0,0.0,0.0,0.0,-
353.0,M15212,M,297.6,308.4,1507.0,46.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,-
354.0,H29767,H,297.5,308.3,,30.0,54.0,0.0,0.0,,0.0,0.0,0.0,-
355.0,L47534,L,297.6,308.3,1658.0,34.3,59.0,,0.0,0.0,0.0,0.0,0.0,-
356.0,L47535,L,297.6,308.3,1623.0,36.9,61.0,0.0,0.0,0.0,0.0,0.0,0.0,-
357.0,M15216,M,297.6,308.4,1398.0,48.9,63.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,L47537,L,297.6,308.4,1517.0,34.2,66.0,0.0,0.0,0.0,0.0,,0.0,-
359.0,M15218,M,297.6,308.3,,36.7,68.0,0.0,0.0,0.0,0.0,0.0,0.0,-
360.0,M15219,M,,,1567.0,34.6,71.0,0.0,0.0,0.0,0.0,0.0,0.0,-
361.0,M15220,M,297.5,308.3,1521.0,38.2,,0.0,0.0,0.0,,0.0,0.0,-
362.0,L47541,L,297.5,308.3,1596.0,36.8,77.0,0.0,0.0,0.0,0.0,0.0,0.0,-
363.0,"""H29776""",,297.6,308.3,1640.0,30.9,79.0,0.0,0.0,0.0,0.0,0.0,0.0,-
364.0,,L,297.6,308.3,1438.0,47.8,84.0,0.0,0.0,,0.0,0.0,0.0,-
365.0,L47544,L,297.6,308.4,1407.0,55.2,86.0,0.0,0.0,0.0,0.0,0.0,0.0,-
366.0,L47545,L,297.6,308.4,1353.0,57.5,88.0,0.0,0.0,0.0,0.0,0.0,0.0,-
367.0,M15226,M,297.6,308.5,1552.0,40.9,90.0,0.0,0.0,0.0,0.0,0.0,0.0,-
368.0,M15227,M,24.45 °C,35.25 °C,1569.0,38.3,93.0,0.0,0.0,0.0,0.0,0.0,0.0,-
369.0,L47548,L,24.35 °C,35.25 °C,1489.0,39.5,96.0,0.0,0.0,0.0,0.0,0.0,0.0,-
370.0,H29783,H,297.5,308.4,1587.0,36.1,98.0,0.0,0.0,0.0,0.0,0.0,0.0,-
371.0,M15230,M,297.5,308.3,1622.0,37.2,103.0,0.0,0.0,0.0,0.0,0.0,0.0,-
372.0,L47551,L,297.5,,1604.0,38.1,106.0,0.0,0.0,0.0,0.0,0.0,0.0,-
373.0,M15232,M,297.4,308.3,1405.0,51.7,108.0,0.0,0.0,0.0,0.0,0.0,0.0,-
374.0,L47553,L,297.4,308.3,1412.0,42.0,-111.0,,0.0,0.0,0.0,0.0,0.0,-
375.0,L47554,L,297.4,308.3,1431.0,43.0,113.0,0.0,0.0,0.0,0.0,0.0,,-
376.0,L47555,L,297.4,308.2,,37.4,115.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,M15236,M,297.4,308.2,1401.0,51.9,117.0,0.0,0.0,0.0,0.0,0.0,0.0,-
378.0,M15237,M,297.4,308.2,1424.0,53.9,120.0,0.0,0.0,,0.0,0.0,0.0,-
379.0,L47558,L,297.3,308.2,1754.0,29.4,123.0,0.0,0.0,0.0,0.0,0.0,0.0,-
380.0,,L,297.3,308.2,1754.0,26.8,125.0,0.0,0.0,0.0,0.0,0.0,0.0,-
381.0,L47560,L,24.35 °C,35.15 °C,2564.0,12.8,127.0,1.0,0.0,0.0,1.0,0.0,0.0,-
382.0,L47561,L,297.5,308.5,1546.0,40.4,129.0,0.0,0.0,0.0,0.0,0.0,0.0,-
383.0,L47562,L,297.5,308.5,1335.0,48.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,-
384.0, M15243,M,297.5,308.6,1842.0,27.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,-
385.0,L47564,L,297.5,308.5,1712.0,26.8,136.0,0.0,0.0,0.0,0.0,0.0,,-
386.0,m15245,M,297.6,308.6,1414.0,45.4,-138.0,0.0,0.0,0.0,0.0,0.0,0.0,-
387.0,, L,297.6,308.7,1319.0,50.9,141.0,0.0,0.0,0.0,,0.0,0.0,-
388.0,L47567,"""L""",24.55 °C,35.55 °C,1249.0,60.4,,0.0,0.0,0.0,0.0,0.0,,-
389.0,L47568,L,297.6,308.7,1455.0,48.2,145.0,0.0,0.0,0.0,0.0,0.0,0.0,-
390.0,M15249,M,297.6,308.7,1408.0,54.8,147.0,0.0,0.0,0.0,0.0,0.0,0.0,-
391.0,L47570,L,297.6,308.7,1460.0,46.7,150.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,L47571,L,297.6,308.6,1491.0,38.1,152.0,0.0,0.0,0.0,0.0,0.0,0.0,-
393.0,M15252,M,297.6,308.5,1490.0,43.4,154.0,,0.0,0.0,0.0,0.0,0.0,-
394.0,M15253,M,297.5,308.4,1350.0,52.2,157.0,0.0,0.0,0.0,,0.0,0.0,-
395.0,L47574,,297.5,308.4,1528.0,39.9,160.0,0.0,0.0,0.0,0.0,0.0,0.0,-
396.0,L47575,L,,308.3,1571.0,37.7,162.0,0.0,0.0,0.0,,0.0,0.0,-
397.0,,L,297.4,308.3,1490.0,42.6,164.0,0.0,0.0,0.0,0.0,0.0,0.0,-
398.0,M15257,,297.4,308.3,1774.0,,-166.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,H29812,H,297.4,308.3,1502.0,43.6,169.0,0.0,0.0,0.0,0.0,0.0,0.0,-
400.0,L47579,L,297.4,308.4,1392.0,49.7,174.0,0.0,0.0,0.0,0.0,0.0,0.0,-
401.0,L47580,L,297.4,308.5,2100.0,16.9,176.0,0.0,0.0,0.0,0.0,0.0,0.0,-
402.0,L47581,L,297.5,308.5,1722.0,30.4,178.0,0.0,0.0,0.0,0.0,0.0,0.0,-
403.0,L47582,,297.4,308.6,1678.0,32.3,180.0,0.0,0.0,0.0,0.0,0.0,0.0,-
404.0,L47583,L,297.3,308.6,1273.0,59.8,182.0,0.0,0.0,0.0,,0.0,0.0,-
405.0,L47584,L,297.3,308.6,1297.0,45.9,184.0,0.0,0.0,0.0,0.0,0.0,0.0,-
406.0,L47585,L,24.15 °C,35.35 °C,1350.0,57.6,186.0,0.0,0.0,0.0,0.0,0.0,0.0,-
407.0,L47586,L,297.4,308.6,1439.0,51.9,188.0,0.0,0.0,0.0,0.0,0.0,0.0,-
408.0,M15267,M,297.4,308.5,,42.1,190.0,0.0,0.0,,0.0,0.0,0.0,-
409.0,M15268,M,297.4,308.6,1434.0,44.4,193.0,0.0,0.0,0.0,0.0,0.0,0.0,-
410.0,L47589,L,297.4,308.6,1459.0,41.3,196.0,0.0,,0.0,0.0,0.0,0.0,-
411.0,m15270,M,297.5,308.6,1472.0,44.9,198.0,0.0,0.0,0.0,0.0,0.0,0.0,-
412.0,L47591,L,297.5,308.7,1429.0,44.3,201.0,0.0,0.0,0.0,0.0,0.0,0.0,-
413.0,L47592,L,297.5,308.6,1388.0,48.2,203.0,0.0,0.0,0.0,0.0,0.0,0.0,-
414.0,,"""L""",297.4,308.4,3573.0,34.5,205.0,0.0,0.0,0.0,0.0,0.0,0.0,-
415.0,L47594,L,297.4,308.4,1588.0,32.5,207.0,0.0,0.0,0.0,0.0,0.0,0.0,-
416.0,L47595,L,297.5,308.4,1511.0,42.8,209.0,0.0,0.0,0.0,0.0,0.0,0.0,-
417.0,L47596,L,297.4,308.5,1495.0,37.8,211.0,0.0,0.0,0.0,0.0,0.0,0.0,-
418.0,L47597,L,297.4,308.4,1394.0,50.1,,0.0,0.0,0.0,0.0,0.0,0.0,-
419.0,L47598,L,297.4,308.4,2151.0,17.7,0.0,0.0,0.0,,0.0,0.0,,-
420.0,M15279,M,297.3,308.3,1501.0,38.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-
421.0,M15280,M,297.3,308.3,1301.0,39.6,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,-
422.0,M15281,M,297.3,308.3,1657.0,31.1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,-
423.0,L47602,L,297.3,308.3,1333.0,55.2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,-
424.0,L47603,L,297.3,308.3,1484.0,43.9,13.0,0.0,0.0,0.0,0.0,0.0,0.0,-
425.0,,L,297.3,308.4,1430.0,45.7,15.0,,0.0,0.0,0.0,0.0,0.0,-
,M15285,M,297.3,308.4,3665.0,28.9,17.0,0.0,,0.0,0.0,0.0,0.0,-
427.0,L47606,L,297.4,308.5,1501.0,44.9,20.0,0.0,0.0,,0.0,0.0,0.0,-
428.0,M15287,M,297.5,308.5,1496.0,42.2,22.0,0.0,0.0,0.0,0.0,0.0,0.0,-
429.0,,M,297.6,308.6,1595.0,36.9,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-
430.0,L47609,L,297.5,,1208.0,62.3,28.0,,0.0,0.0,0.0,0.0,0.0,-
431.0,L47610,L,297.5,308.6,1596.0,37.1,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-
432.0,L47611,L,297.5,308.5,1446.0,41.9,32.0,0.0,0.0,0.0,0.0,0.0,0.0,-
433.0,M15292,M,297.6,308.5,1466.0,39.7,34.0,0.0,0.0,0.0,0.0,0.0,0.0,-
434.0,M15293,M,24.45 °C,35.35 °C,1848.0,23.7,37.0,0.0,0.0,0.0,0.0,0.0,0.0,-
435.0,M15294,M,297.5,308.5,1484.0,44.7,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-
436.0,L47615,L,297.4,308.3,1493.0,41.2,43.0,0.0,0.0,0.0,0.0,0.0,0.0,-
437.0,,L,297.3,308.3,1504.0,36.3,45.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,"""L47617""",L,297.3,308.3,1538.0,38.5,-47.0,0.0,0.0,0.0,0.0,0.0,0.0,-
439.0,L47618,L,297.4,308.4,1341.0,52.2,49.0,0.0,0.0,0.0,0.0,0.0,0.0,-
440.0,M15299,M,297.4,308.3,1535.0,34.6,51.0,0.0,0.0,0.0,0.0,0.0,0.0,-
441.0,L47620,L,297.4,308.5,1389.0,39.2,54.0,0.0,0.0,0.0,0.0,,0.0,-
442.0,H29855,H,297.5,308.5,1393.0,46.6,56.0,0.0,0.0,0.0,0.0,0.0,0.0,-
443.0,L47622,L,297.4,308.5,3399.0,61.5,61.0,1.0,0.0,0.0,1.0,0.0,0.0,-
444.0,H29857,H,297.4,308.5,1469.0,45.1,63.0,0.0,0.0,0.0,0.0,0.0,0.0,-
445.0,L47624,L,297.4,308.4,1582.0,37.2,68.0,0.0,0.0,0.0,0.0,0.0,0.0,-
446.0,L47625,L,297.5,308.6,1793.0,26.7,-70.0,0.0,0.0,0.0,0.0,0.0,0.0,-
447.0,"""L47626""",L,297.5,308.6,1452.0,39.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,-
448.0,,"""M""",297.6,308.7,1376.0,59.9,,0.0,0.0,0.0,0.0,0.0,0.0,-
449.0,L47628,L,24.35 °C,35.45 °C,1552.0,44.9,77.0,0.0,0.0,0.0,0.0,0.0,0.0,-
450.0,L47629,L,297.6,308.7,1622.0,37.9,79.0,0.0,0.0,0.0,,0.0,0.0,-
451.0,M15310,M,,308.7,1419.0,41.7,81.0,0.0,0.0,0.0,0.0,0.0,0.0,-
452.0,H29865, H,24.35 °C,35.45 °C,1440.0,46.1,84.0,0.0,0.0,0.0,0.0,0.0,0.0,-
453.0,M15312,M,297.4,308.6,1643.0,31.0,89.0,0.0,0.0,0.0,,0.0,0.0,-
454.0,L47633,L,24.25 °C,35.55 °C,1510.0,36.2,92.0,0.0,0.0,0.0,0.0,,0.0,-
455.0,L47634,L,24.25 °C,35.55 °C,1468.0,46.6,94.0,0.0,0.0,0.0,0.0,0.0,0.0,-
456.0,,L,24.25 °C,35.55 °C,1429.0,57.4,96.0,0.0,,0.0,0.0,0.0,0.0,-
457.0,H29870,H,297.3,,1478.0,47.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0,-
458.0,L47637,"""L""",297.4,308.6,1276.0,53.6,-103.0,0.0,0.0,0.0,0.0,0.0,0.0,-
459.0, L47638,L,297.3,308.6,1486.0,42.6,105.0,0.0,0.0,0.0,0.0,0.0,0.0,-
460.0,L47639,L,297.4,308.6,1476.0,42.3,107.0,0.0,0.0,0.0,0.0,0.0,0.0,-
461.0,H29874,H,24.15 °C,35.45 °C,1431.0,42.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,-
462.0,L47641,L,297.4,308.7,1402.0,40.2,114.0,0.0,0.0,0.0,0.0,,0.0,-
463.0,L47642,L,297.4,308.7,1433.0,43.4,116.0,0.0,0.0,0.0,0.0,0.0,0.0,-
464.0,L47643,L,297.4,308.7,2874.0,4.2,118.0,1.0,0.0,0.0,1.0,0.0,0.0,-
465.0,L47644,L,297.3,308.6,1511.0,35.7,120.0,0.0,0.0,0.0,0.0,0.0,0.0,-
466.0,M15325,M,,308.6,1456.0,42.9,122.0,0.0,0.0,0.0,0.0,0.0,0.0,-
467.0,L47646,L,297.2,308.5,1550.0,41.5,125.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,,L,297.2,308.5,2182.0,16.5,127.0,0.0,,0.0,0.0,0.0,0.0,-
469.0,,L,297.3,308.7,1619.0,31.6,129.0,0.0,0.0,0.0,0.0,0.0,0.0,-
470.0,M15329,M,297.3,308.8,1586.0,32.7,131.0,0.0,0.0,0.0,0.0,,0.0,-
471.0,H29884,H,297.3,308.8,1499.0,44.2,134.0,0.0,0.0,0.0,0.0,0.0,0.0,-
472.0,H29885,H,297.3,308.8,1419.0,42.4,139.0,0.0,0.0,0.0,0.0,0.0,0.0,-
473.0,M15332,M,297.4,309.0,1497.0,41.8,144.0,0.0,0.0,,0.0,0.0,0.0,-
474.0,M15333,M,297.4,309.0,,37.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,-
475.0,L47654,L,297.4,309.1,1478.0,49.8,150.0,0.0,0.0,0.0,0.0,0.0,0.0,-
476.0,L47655,L,297.4,309.1,1380.0,41.1,152.0,0.0,0.0,0.0,0.0,0.0,0.0,-
477.0,L47656,L,297.4,309.0,1570.0,37.9,-154.0,0.0,0.0,0.0,0.0,0.0,0.0,-
478.0,h29891,H,297.4,309.0,1468.0,41.4,156.0,0.0,0.0,0.0,0.0,0.0,0.0,-
479.0,L47658,L,297.4,,1833.0,22.6,161.0,0.0,0.0,0.0,0.0,,0.0,-
480.0,M15339,M,297.4,308.9,1323.0,57.3,163.0,0.0,,0.0,0.0,0.0,0.0,-
481.0, L47660,L,297.4,309.0,1583.0,32.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,-
482.0,M15341,,297.3,309.0,1556.0,39.5,168.0,0.0,0.0,0.0,0.0,0.0,0.0,-
483.0,L47662, L,297.3,309.0,1548.0,37.4,171.0,0.0,0.0,0.0,0.0,0.0,0.0,-
484.0,L47663,L,297.4,,1324.0,56.9,173.0,0.0,0.0,0.0,0.0,0.0,,-
485.0,L47664,L,297.4,309.0,1568.0,33.7,175.0,0.0,0.0,0.0,0.0,0.0,0.0,-
486.0,M15345,M,297.4,309.0,1685.0,30.7,177.0,0.0,0.0,0.0,0.0,0.0,0.0,-
487.0,M15346,M,24.25 °C,35.95 °C,1582.0,35.9,180.0,0.0,0.0,0.0,0.0,0.0,0.0,-
488.0,M15347,M,297.4,309.1,1463.0,35.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,-
489.0,L47668,L,297.4,309.2,1584.0,,186.0,0.0,0.0,0.0,0.0,,0.0,-
490.0,M15349,M,,309.2,,55.8,188.0,0.0,0.0,,0.0,0.0,0.0,-
491.0,L47670,L,297.4,309.2,1459.0,37.9,191.0,0.0,,0.0,0.0,0.0,,-
492.0,L47671,L,297.4,309.2,1420.0,45.6,193.0,0.0,0.0,0.0,0.0,0.0,0.0,-
493.0,L47672,L,297.5,309.3,,43.5,195.0,0.0,,0.0,0.0,0.0,0.0,-
494.0,L47673,L,297.5,309.3,1470.0,38.8,197.0,0.0,0.0,0.0,0.0,0.0,0.0,-
495.0,L47674,L,297.6,309.4,1326.0,49.8,199.0,0.0,0.0,0.0,0.0,0.0,0.0,-
496.0,H29909,H,297.5,,1459.0,49.7,,0.0,0.0,0.0,0.0,0.0,0.0,-
497.0,M15356,M,297.5,309.2,1530.0,40.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,-
498.0,L47677,L,297.4,309.0,1505.0,39.2,209.0,0.0,0.0,,0.0,0.0,0.0,-
